Power_Plant _Name,Company,Street Name,Postcode,City,Country,Capacity,Energy_source,Technology,CHP,Commissioned Year,Type,Latitude,Longitude,Energy_source_level_1,Energy_source_level_2,source
Skipelva,Skipelva Kraftverk As,Street data not available,20,Osen,Norway,0.38,Hydro,Reservoir,No,2011,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skjefstadfoss I,Østerdalen Kraftproduksjon As,Street data not available,20,Elverum,Norway,4,Hydro,Reservoir,No,1910,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skjefstadfoss Ii,Østerdalen Kraftproduksjon As,Street data not available,20,Elverum,Norway,19.8,Hydro,Reservoir,No,1972,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skjeggedal,Statkraft Energi As,Street data not available,18,Ullensvang,Norway,2.6,Hydro,Pumped storage,No,1986,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skjelfoss,Skjelfoss Energi As,Street data not available,14,Indre Østfold,Norway,0.25,Hydro,Reservoir,No,2011,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skjenaldfossen,Chr Salvesen & Chr Thams'S Communications Aktieselskab,Street data not available,59,Orkland,Norway,5.8,Hydro,Reservoir,No,1906,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skjerdal,Skjerdal Kraft As,Street data not available,50,Gloppen,Norway,5.3,Hydro,Reservoir,No,2008,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skjerka,Agder Energi Vannkraft As,Street data not available,24,Åseral,Norway,206.6,Hydro,Reservoir,No,1997,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skjomen,Statkraft Energi As,Street data not available,6,Narvik,Norway,300,Hydro,Reservoir,No,1973,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skjærdalselva,Skjærdalen Eiendom As,Street data not available,7,Ringerike,Norway,0.16,Hydro,Reservoir,No,2016,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skjærlivatn,Trønderenergi Kraft As,Street data not available,58,Åfjord,Norway,2.6,Hydro,Reservoir,No,1993,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skjæveland,Company name is not available,Street data not available,14,Bjerkreim,Norway,0.1,Hydro,Reservoir,No,2005,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skjåk I,E-Co Energi As,Street data not available,33,Skjåk,Norway,32,Hydro,Reservoir,No,1965,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skjåstad,Skjåstad Kraftverk As,Street data not available,77,Volda,Norway,2,Hydro,Reservoir,No,2004,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skoddeberg,Hålogaland Kraft Produksjon As,Street data not available,12,Tjeldsund,Norway,6.78,Hydro,Reservoir,No,1953,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skogbuåna,Småkraft As,Street data not available,22,Nissedal,Norway,0.86,Hydro,Reservoir,No,2002,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skogelva,Skogelva Kraftverk As,Street data not available,6,Steinkjer,Norway,0.42,Hydro,Reservoir,No,2015,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skogfoss,Pasvik Kraft As,Street data not available,44,Sør-Varanger,Norway,48,Hydro,Reservoir,No,1964,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skogheim,Sfe Produksjon As,Street data not available,50,Gloppen,Norway,7.7,Hydro,Reservoir,No,1987,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skogkraft,Company name is not available,Street data not available,60,Vindafjord,Norway,0.11,Hydro,Reservoir,No,2003,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skollenborg,Glitre Energi Produksjon As,Street data not available,6,Kongsberg,Norway,97,Hydro,Reservoir,No,1983,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skoltefoss,Øystre Slidre Kommune,Street data not available,53,Øystre Slidre,Norway,0.96,Hydro,Reservoir,No,1988,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skolten,Skolten Kraft As,Street data not available,2,Kinn,Norway,1.3,Hydro,Reservoir,No,2002,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skonningsfoss,Halden Kraftproduksjon As,Street data not available,1,Halden,Norway,2.4,Hydro,Reservoir,No,1997,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skorga,Skorga Kraftverk As,Street data not available,6,Molde,Norway,2.9,Hydro,Reservoir,No,2019,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skorge,Sfe Produksjon As,Street data not available,49,Stad,Norway,1.8,Hydro,Reservoir,No,1936,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skorovasselva,Skorovaskraft As,Street data not available,44,Namsskogan,Norway,0.08,Hydro,Reservoir,No,1997,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skotfoss,Skien Kraftproduksjon As,Street data not available,7,Skien,Norway,24,Hydro,Reservoir,No,1953,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skotselv,Øvre Eiker Energi As,Street data not available,48,Øvre Eiker,Norway,1,Hydro,Reservoir,No,1992,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skravlåga,Småkraft As,Street data not available,24,Vefsn,Norway,5,Hydro,Reservoir,No,2014,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skree,Skafså Kraftverk Ans,Street data not available,23,Fyresdal,Norway,6.9,Hydro,Reservoir,No,1995,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skripelandsfossen,Skripelandsfossen Kraft As,Street data not available,14,Froland,Norway,2.6,Hydro,Reservoir,No,2014,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skromma,Sks Produksjon As,Street data not available,38,Gildeskål,Norway,2.3,Hydro,Reservoir,No,2008,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skråstadbekken,Company name is not available,Street data not available,54,Indre Fosen,Norway,0.006,Hydro,Reservoir,No,1999,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skulafossen,Kvam Kraftverk As,Street data not available,22,Kvam,Norway,4.5,Hydro,Reservoir,No,1950,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skulbørstadfoss,Chr Salvesen & Chr Thams'S Communications Aktieselskab,Street data not available,35,Stjørdal,Norway,0.45,Hydro,Reservoir,No,1910,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skyggeelva,Skyggeelva Kraft As,Street data not available,47,Sunnfjord,Norway,4.76,Hydro,Reservoir,No,2010,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skålheim,Skålheim Kraftverk As,Street data not available,22,Kvam,Norway,1.4,Hydro,Reservoir,No,2008,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skår,Tussa Energi As,Street data not available,11,Vanylven,Norway,1.4,Hydro,Reservoir,No,2015,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Slagstad,Nærheim Kjell Ove,Street data not available,34,Suldal,Norway,0.075,Hydro,Reservoir,No,2002,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Slemmå,Slemmå Kraft As,Street data not available,39,Rauma,Norway,1.8,Hydro,Reservoir,No,2019,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Slettevann,Løvenskiold Fossum Kraft,Street data not available,7,Skien,Norway,0.7,Hydro,Reservoir,No,1975,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sleveåne,Sleveåne Kraft As,Street data not available,18,Ullensvang,Norway,5.5,Hydro,Reservoir,No,2017,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Slind,Selbu Energiverk As,Street data not available,32,Selbu,Norway,20,Hydro,Reservoir,No,1985,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Slunkajavrre,Nord-Salten Kraft As,Street data not available,75,Hamarøy,Norway,21,Hydro,Reservoir,No,1983,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Smeland,Agder Energi Vannkraft As,Street data not available,24,Åseral,Norway,24,Hydro,Reservoir,No,1985,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Smørklepp I,Smørklepp Kraftverk As,Street data not available,25,Vinje,Norway,0.36,Hydro,Reservoir,No,1982,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Smørklepp Ii,Smørklepp Kraftverk As,Street data not available,25,Vinje,Norway,0.32,Hydro,Reservoir,No,1999,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Smådøla,Smådøla Kraft As,Street data not available,52,Nore og Uvdal,Norway,1.4,Hydro,Reservoir,No,2008,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Småvatna,Kvænangen Kraftverk As,Street data not available,29,Kvænangen,Norway,18.8,Hydro,Reservoir,No,1970,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Snefjellå,Snefjellåkraft As,Street data not available,33,Rana,Norway,2.7,Hydro,Reservoir,No,2014,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sokna,Trønderenergi Kraft As,Street data not available,28,Melhus,Norway,25,Hydro,Reservoir,No,1964,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Soks,Soks Kraftverk As,Street data not available,23,Fyresdal,Norway,0.98,Hydro,Reservoir,No,2009,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Solbergfoss,E-Co Energi As,Street data not available,14,Indre Østfold,Norway,208,Hydro,Reservoir,No,1924,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Solbjørn,Lofotkraft Produksjon As,Street data not available,59,Flakstad,Norway,4.2,Hydro,Reservoir,No,1956,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Solhom,Sira Kvina Kraftselskap,Street data not available,27,Kvinesdal,Norway,200,Hydro,Reservoir,No,1974,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Solnør Gård,Company name is not available,Street data not available,7,Ålesund,Norway,0.012,Hydro,Reservoir,No,1913,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Songa,Statkraft Energi As,Street data not available,25,Vinje,Norway,120,Hydro,Reservoir,No,1964,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Spetal Verk As,Company name is not available,Street data not available,1,Kongsvinger,Norway,0.02,Hydro,Reservoir,No,1977,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Spigerbruksfallet,Bærum Kommunale Eiendomsselskap As,Street data not available,24,Bærum,Norway,0.38,Hydro,Reservoir,No,1915,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Spilling,Spilling Kraft As,Street data not available,5,Lindesnes,Norway,1.25,Hydro,Reservoir,No,2008,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Stadheim,Tafjord Kraftproduksjon As,Street data not available,25,Stranda,Norway,4.53,Hydro,Reservoir,No,2001,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Staffi,Sunnhordland Kraftlag As,Street data not available,17,Kvinnherad,Norway,3.8,Hydro,Reservoir,No,2000,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Stakaldefoss,Sunnfjord Energi As,Street data not available,47,Sunnfjord,Norway,10,Hydro,Reservoir,No,1954,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Standal,Tussa Energi As,Street data not available,20,Ørsta,Norway,5.49,Hydro,Reservoir,No,2012,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Stedjeåna,Stedjeåna Kraftverk As,Street data not available,17,Åmli,Norway,1.2,Hydro,Reservoir,No,2007,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Stegaros,Tinn Energi As,Street data not available,18,Tinn,Norway,2.4,Hydro,Reservoir,No,2002,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Steinbekken,Bjørn Egil Hansen,Street data not available,33,Rana,Norway,0.0072,Hydro,Reservoir,No,2010,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Steindal (Steindal),Steindal Kraftverk As,Street data not available,2,Kinn,Norway,4.2,Hydro,Reservoir,No,2019,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Steindal (Støylselva),Steindal Kraftverk As,Street data not available,2,Kinn,Norway,3.1,Hydro,Reservoir,No,2019,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Steindøla,Steindøla Kraft As,Street data not available,51,Stryn,Norway,2.6,Hydro,Reservoir,No,2009,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Steine,Steine Kraft As,Street data not available,34,Suldal,Norway,1.9,Hydro,Reservoir,No,2006,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Steinsfoss,Agder Energi Vannkraft As,Street data not available,23,Vennesla,Norway,110,Hydro,Reservoir,No,1957,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Steinsland,Bkk Produksjon As,Street data not available,29,Modalen,Norway,170,Hydro,Reservoir,No,1981,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Steinsvik,Steinsvik Kraft As,Street data not available,77,Volda,Norway,8.2,Hydro,Reservoir,No,2009,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Steinåga,Sks Produksjon As,Street data not available,39,Beiarn,Norway,5.4,Hydro,Reservoir,No,2013,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Stend,Bkk Produksjon As,Street data not available,1,Bergen,Norway,0.95,Hydro,Reservoir,No,1985,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Stifoss,As Egelands Verk,Street data not available,1,Risør,Norway,0.75,Hydro,Reservoir,No,1939,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Stokkelandsåna,Småkraft As,Street data not available,27,Kvinesdal,Norway,3.12,Hydro,Reservoir,No,2010,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Stongfjord,Sfe Produksjon As,Street data not available,45,Askvoll,Norway,2.9,Hydro,Reservoir,No,1907,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Stordal,Bkk Produksjon As,Street data not available,38,Høyanger,Norway,26,Hydro,Reservoir,No,1974,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Storebekk,Storebekk Kraftverk As,Street data not available,19,Evje og Hornnes,Norway,2,Hydro,Reservoir,No,2004,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Storedalen,Storedalen Kraftverk As,Street data not available,46,Fjaler,Norway,0.75,Hydro,Reservoir,No,2002,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Storelva,Hålogaland Kraft Produksjon As,Street data not available,13,Ibestad,Norway,0.47,Hydro,Reservoir,No,1948,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Storelvi,Storelvi Kraftverk As,Street data not available,18,Ullensvang,Norway,4.04,Hydro,Reservoir,No,2017,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Storelvvatnet,Sks Produksjon As,Street data not available,41,Fauske %u2013 Fuossko,Norway,5,Hydro,Reservoir,No,2015,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Storfallet,Kiær Mykleby Anders Kiær,Street data not available,23,Stor-Elvdal,Norway,2.7,Hydro,Reservoir,No,1990,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Storli,Aktieselskabet Saudefaldene,Street data not available,35,Sauda,Norway,0.62,Hydro,Reservoir,No,2009,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Storlivatn,Aktieselskabet Saudefaldene,Street data not available,35,Sauda,Norway,48,Hydro,Reservoir,No,1968,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Storrøvatnet,Storrøvatnet Kraftverk As,Street data not available,33,Rana,Norway,0.648,Hydro,Reservoir,No,2002,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Storvatnet,Nordlaks Smolt As,Street data not available,75,Hamarøy,Norway,2,Hydro,Reservoir,No,2015,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Storå,Nordic Power As,Street data not available,6,Narvik,Norway,1.9,Hydro,Reservoir,No,2011,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Storåselva,Nte Energi As,Street data not available,41,Snåase %u2013 Snåsa,Norway,25.5,Hydro,Reservoir,No,2018,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Storåvatn 1,Smisto Kraft As,Street data not available,36,Rødøy,Norway,8,Hydro,Reservoir,No,2019,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Strand I,Company name is not available,Street data not available,19,Hjartdal,Norway,0.004,Hydro,Reservoir,No,2008,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Strandeelva,Jonn Rinden,Street data not available,45,Sigdal,Norway,0.37,Hydro,Reservoir,No,2005,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Strandfossen,E-Co Energi As,Street data not available,20,Elverum,Norway,25,Hydro,Reservoir,No,1979,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Strandfossen Minikraftverk,E-Co Energi As,Street data not available,20,Elverum,Norway,0.13,Hydro,Reservoir,No,1981,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Strandjordselva,Storforshei Naturkraft As,Street data not available,33,Rana,Norway,0.75,Hydro,Reservoir,No,2005,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Strandos,Strandos Kraft As,Street data not available,38,Høyanger,Norway,1.93,Hydro,Reservoir,No,2012,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Straumane,Svelgen Kraft As,Street data not available,48,Bremanger,Norway,1.45,Hydro,Reservoir,No,2005,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Straume,Straume Kraftverk As,Street data not available,21,Valle,Norway,5,Hydro,Reservoir,No,2017,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Straumsmo,Statkraft Energi As,Street data not available,16,Bardu,Norway,130,Hydro,Reservoir,No,1966,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Straumstøyl,Jon Lindestad Bakken,Street data not available,25,Vinje,Norway,0.4,Hydro,Reservoir,No,2006,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Strielv,Vesterålskraft Produksjon As,Street data not available,70,Sortland %u2013 Suortá,Norway,1.7,Hydro,Reservoir,No,1984,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Strindmoelva,Company name is not available,Street data not available,41,Snåase %u2013 Snåsa,Norway,0.018,Hydro,Reservoir,No,1997,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Strupen,Strupen Energi As,Street data not available,2,Kinn,Norway,0.48,Hydro,Reservoir,No,1999,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Strømsfoss,Nordsiden Kraft As,Street data not available,12,Aremark,Norway,0.5,Hydro,Reservoir,No,1994,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Stråpa,Stråpa Kraft As,Street data not available,34,Suldal,Norway,4.4,Hydro,Reservoir,No,2007,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Stublielva,Småkraft As,Street data not available,6,Narvik,Norway,3,Hydro,Reservoir,No,2014,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Stuttgongfossen,Stuttgongfossen Kraftverk As,Street data not available,35,Vågå,Norway,1.2,Hydro,Reservoir,No,2007,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Stuvane,Okken Kraft As,Street data not available,42,Lærdal,Norway,38,Hydro,Reservoir,No,1988,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Styggtjønna,Chr Salvesen & Chr Thams'S Communications Aktieselskab,Street data not available,59,Orkland,Norway,0.045,Hydro,Reservoir,No,2003,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Stølsdal,Statkraft Energi As,Street data not available,33,Hjelmeland,Norway,17,Hydro,Reservoir,No,1986,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Stølsdalselva,Stølsdalselva Kraftverk As,Street data not available,18,Ullensvang,Norway,7.5,Hydro,Reservoir,No,2009,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Stølskraft,Stølskraft As,Street data not available,14,Bjerkreim,Norway,1.34,Hydro,Reservoir,No,2003,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Stølslia,Stølslia Kraft As,Street data not available,47,Sunnfjord,Norway,1.5,Hydro,Reservoir,No,2007,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Suldal I,Norsk Hydro Rjukan Næringspark,Street data not available,34,Suldal,Norway,180,Hydro,Reservoir,No,1965,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Suldal Ii,Norsk Hydro Rjukan Næringspark,Street data not available,34,Suldal,Norway,150,Hydro,Reservoir,No,1967,Standard Utility,,,Renewable energy,Hydro,www.nve.no
